name,longitude,latitude,city,country,description,imageUrl,hotelWebsite,letJackHelp
"Montage Los Cabos, Mexico",-109.8164152,22.933863,Los Cabos,Mexico,"A stunning Montage compound right on the golden sand beaches of Los Cabos. Good vibes, impeccable service, and beachside luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/b8378ce8-9b29-414a-99f0-2a5ae6426626/DJI_0011-2-2048x1534.jpg?format=750w,montagehotels.com/loscabos,https://www.jsltravelagent.com/clientintake
"Paradero Todos Santos, Mexico",-110.196669,23.38961875,Todos Santos,Mexico,A desert retreat built with industrial chic flair. This stylish hideaway is as unique as it is beautiful.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/1e42bbc3-8a3d-4b2e-84cc-de5cc84052bb/IMG_9694.jpeg?format=750w,paraderohotels.com,https://www.jsltravelagent.com/clientintake
"One&Only Mandarina, Mexico",-105.220306,20.6407176,Riviera Nayarit,Mexico,"A jungle escape with deep blues, hummingbirds, and lush tropical vibes. An otherworldly experience in MexicoÕs natural paradise.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/9f43775c-02b1-4650-b489-652c531c9d91/OneOnly_Mandarina_Carao_Pool.jpg?format=1000w,oneandonlyresorts.com/mandarina,https://www.jsltravelagent.com/clientintake
"Four Seasons Peninsula Papagayo, Costa Rica",-85.687694,10.611766,Guanacaste,Costa Rica,"A secluded paradise with both black sand and golden beaches. Perfect for zip-lining, exploring, and pure relaxation. Kim Kardashian approved.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/f0ea4c94-d7ef-4ff7-afc3-71508b543f87/Review-Four-Seasons-Resort-Peninsula-Papagayo-in-C.jpeg?format=1000w,fourseasons.com/costarica,https://www.jsltravelagent.com/clientintake
"Awasi Patagonia, Chile",-72.9254451,-51.0827249,Patagonia,Chile,A health and wellness retreat tucked away in ChileÕs stunning wilderness. Pure tranquility and adventure await.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/fbc4fcb9-f280-4e81-8b8f-1027176d4493/Patagonia-264-20161027.jpg?format=750w,awasi.com/en/lodges/patagonia,https://www.jsltravelagent.com/clientintake
"Hotel Esencia, Tulum, Mexico",-87.2530344,20.4782003,Tulum,Mexico,A highly ranked boutique hotel in Tulum with an effortless blend of luxury and laid-back beach vibes.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/dbaa3957-cf5e-4e66-8c43-27917f3b1fe8/175338286.jpg?format=750w,hotelesencia.com,https://www.jsltravelagent.com/clientintake
"Hermitage Bay, Antigua",-61.8953324,17.0863995,Antigua,Antigua and Barbuda,"Luxurious and stunning, this beachside resort offers pristine beauty and total relaxation.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/39cee2b6-ed11-4dde-a901-5bb0d157bcac/Hermitage-Bay-Hillside-Pool-Suite.jpeg?format=750w,hermitagebay.com,https://www.jsltravelagent.com/clientintake
"Belmond Hotel das Cataratas, Iguazu Falls, Brazil",-54.5830692,-25.5304023,Iguazu Falls,Brazil,"Nestled right by BrazilÕs majestic waterfalls, this hotel is nothing short of breathtaking. A perfect tropical retreat.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/62e55521-e76d-464c-8bf0-cc9b963941a6/22694837.jpg?format=750w,belmond.com/hotels/south-america/brazil/iguassu-falls,https://www.jsltravelagent.com/clientintake
"Casa San Agustin, Cartagena, Colombia",-75.5495275,10.4255712,Cartagena,Colombia,"A cute boutique hotel in the heart of Cartagena, offering luxury, culture, and a strong sense of safety. Unique and vibrant.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/01a56274-dabe-4fb2-9fc3-f794eb262401/casa-san-augustin-cartagena-colombia-117111-5.jpeg?format=750w,hotelcasasanagustin.com,https://www.jsltravelagent.com/clientintake
"Ritz Paris, Paris, France",2.3288445,48.8679688,Paris,France,"Known worldwide as one of the most luxurious hotels, the Ritz Paris features gold-studded details and classic Parisian elegance.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/bf87e69a-2055-47f5-a690-da9a6c9548f0/840-iy5hw8fp44-web4k.jpeg?format=1000w,ritzparis.com,https://www.jsltravelagent.com/clientintake
"Le Bristol, Paris, France",2.315008401,48.87182675,Paris,France,"A favorite among Upper East Siders and celebrities, with an incredible restaurant and luxurious rooms. Parisian opulence at its best.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/8b7f20a0-bef9-4b0a-a89c-ea5912bcefe3/le-bristol-paris-facade.jpg?format=1000w,oetkercollection.com/hotels/le-bristol-paris,https://www.jsltravelagent.com/clientintake
Solly Hotel Paris (Near Le Marais),2.3483915,48.8534951,Paris,France,"Located in one of the cityÕs cutest neighborhoods, Le Marais, this hotel offers prime shopping and local charm.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c32e8b1e-1175-4396-ad51-9b8d53079f51/477335352.jpg?format=750w,sollyhotelparis.com,https://www.jsltravelagent.com/clientintake
"Htel du Cap-Eden-Roc, Antibes, France",7.1262071,43.5812868,Antibes,France,"The epitome of luxury on the French Riviera. Prime luxury, stunning views, and a favorite of the worldÕs elite.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/1522ce9f-5dc4-4bec-b99c-3804f18c23f4/hotel-du-cap-eden-roc-official2021.jpg?format=1000w,oetkercollection.com/hotels/hotel-du-cap-eden-roc,https://www.jsltravelagent.com/clientintake
"Maybourne Riviera, Roquebrune-Cap-Martin, France",7.443782699,43.7564317,Roquebrune-Cap-Martin,France,My favorite on the South of FranceÑbuilt into a cliff with jaw-dropping views and incredible architecture. Enjoy aesthetic dining and the best cappuccinos around.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/a106640f-4792-4e5d-a205-e75f0248c306/W50BH23_PROFILE_The+Maybourne+Riviera+hero.jpg?format=750w,maybourneriviera.com,https://www.jsltravelagent.com/clientintake
"Chteau Saint-Martin & Spa, Vence, France",7.1116845,43.7224167,Vence,France,"A massive castle in the French countryside with old-world charm. Perfect for anyone seeking a cool, classic French escape.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/3adfde0e-3ded-4b0a-9b3d-7644501c4897/Oetker-Collection-Saint-Martin-Exterieur.jpg?format=750w,oetkercollection.com/hotels/chateau-saint-martin,https://www.jsltravelagent.com/clientintake
"Cheval Blanc, Courchevel, France",6.633631646,45.4094995,Courchevel,France,"Of course, itÕs amazing. One of CourchevelÕs finest skiing hotelsÑexpect impeccable service and stunning slopes.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/ecfbf267-0c66-4c51-979b-cff6ed20c779/unnamed.jpg?format=1000w,chevalblanc.com/en/maison/courchevel,https://www.jsltravelagent.com/clientintake
Hotel de Paris,7.427392,43.738994,Monaco,Monaco,"Flashy, opulent, and dripping in wealth. Expect tourists gawking at the luxury cars and a prime location right near Monte CarloÕs shopping mecca.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/e40fae7f-09c8-4441-bcb5-2fe52b6c1282/492010980.jpg?format=750w,monte-carlo-beach.com/en/hotel-de-paris,https://www.jsltravelagent.com/clientintake
"Eden Rock Villa Rental, St.Barths",-62.835982,17.903063,St. Barths,Saint Barthlemy,"The ultimate stay in St. Barths. Get all the privacy of your own villa, plus breakfast delivered and full access to Eden Rock's luxurious amenities.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/f8dc1fb3-90c1-4a5d-915e-b01201d62b27/Villa_Ixfalia_0796-1.jpg?format=750w,edenrockvillarental.com,https://www.jsltravelagent.com/clientintake
"Four Seasons Megeve, France",6.64265,45.847168,Megve,France,"A massive Four Seasons compound, perfect for skiing in the French Alps. An elegant retreat with all the luxury touches.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/197664d7-0684-4a45-88f4-30d5f67e7aad/Four-Seasons-Hotel-Megeve-Exterior.jpeg?format=1000w,fourseasons.com/megeve,https://www.jsltravelagent.com/clientintake
"Six Senses Courchevel, France",6.6349892,45.4140984,Courchevel,France,Sustainable luxury meets high-end skiing. The ultimate winter retreat for the eco-conscious traveler.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/3b88fa63-7e48-4ea5-85d1-51615ed529fe/six-senses-residences.jpg?format=1000w,sixsenses.com/en/resorts/courchevel,https://www.jsltravelagent.com/clientintake
"LÕApoge Courchevel, France",6.6349892,45.4140984,Courchevel,France,"A bold, luxurious resort that elevates both skiing and opulence to new heights. Ski-in, ski-out perfection.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/5310d60f-ec58-4696-afcd-f478f9e706ef/lapogee-courchevel-exterior-7.jpg?format=1000w,lapogeecourchevel.com,https://www.jsltravelagent.com/clientintake
"Htel Mont-Blanc, Chamonix, France",6.868110123,45.92324275,Chamonix,France,"Similar to LÕApogeÑluxury skiing with stunning views and top-notch amenities. Ski-in, ski-out in the heart of the Alps.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/980796ba-17e9-49be-81f3-6319d2b193ad/images.jpeg?format=750w,hotelmontblancchamonix.com,https://www.jsltravelagent.com/clientintake
"Coeur de Megve, Megve, France",6.6188963,45.8574831,Megve,France,"A charming boutique hotel in an equally charming town. A quaint, romantic escape in the French Alps.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0dab0d6b-467c-4bce-a1e3-ffb9795697fe/hotel-balconies.jpg?format=750w,hotelmontblancmegeve.com,https://www.jsltravelagent.com/clientintake
"Belmond La Residencia, Mallorca",2.7386651,39.5255023,Mallorca,Spain,"Flowery, Spanish charm with stunning old-world architecture. A perfect spot for weddings and romantic getaways.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/8e92582d-8e4b-42e7-82e9-15868724de79/415267074.jpg?format=750w,belmond.com/hotels/europe/spain/mallorca,https://www.jsltravelagent.com/clientintake
"CaÕs Xorc, Mallorca",2.6581155,39.5944885,Mallorca,Spain,"Small and romanticÑdonÕt miss dinner here, even if youÕre not staying. The restaurant is a must-visit.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/e4714e85-d946-48d6-b603-192bfd4e5c17/ca-s-xorc-luxury-retreat.jpg?format=750w,casxorc.com,https://www.jsltravelagent.com/clientintake
"Nobu Ibiza, Spain",1.456685424,38.91833005,Ibiza,Spain,"Bold, Euro vibes with insane luxury and insane prices. An Ibiza favorite for those who want to splurge.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/5a299013-d5f0-4ece-9eea-6481d080a833/w3840.jpeg?format=750w,nobuhotels.com/ibiza,https://www.jsltravelagent.com/clientintake
"Hacienda Na Xamena, Ibiza, Spain",1.4197463,38.9743901,Ibiza,Spain,Built into the cliffs with incredible views and comfortable rooms. Pure Ibiza magic.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/d4e24ce7-bc34-4277-a244-4c695340b1ed/b429701a-59baacf3.jpg?format=1000w,haciendanaxamena-ibiza.com,https://www.jsltravelagent.com/clientintake
"W Barcelona, Spain",2.190115251,41.3688328,Barcelona,Spain,"Right on the beach and perfect for party vibes. BarcelonaÕs go-to for sleek, modern luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/4be38f64-17bd-441e-aefd-d78c2d13d3d0/004163-01-WBarcelona-exterior-W+Barcelona.jpg?format=1000w,whotels.com/barcelona,https://www.jsltravelagent.com/clientintake
The Standard Ibiza,1.434060669,38.90990682,Ibiza,Portugal,A super sleek and modern Ibiza escapeÑchic and stylish in every way.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/a3ebf111-1a7b-4713-9ffc-e64947c02e89/457086387.jpg?format=750w,standardhotels.com/ibiza,https://www.jsltravelagent.com/clientintake
"Sublime Comporta, Portugal",-8.7170927,38.2958903,Comporta,Portugal,"Mountains, beach, and everything in between. Wooden villas with rustic charm and a modern edge.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/4953f333-28b2-49db-8d9b-2492ca2918ee/sublime-comporta-aerial-view.jpeg?format=750w,sublimecomporta.pt,https://www.jsltravelagent.com/clientintake
"Six Senses Douro Valley, Portugal",-7.811469803,41.14381425,Lamego,Italy,"Incredible views, amazing culture, and serene luxury. A true gem in the heart of PortugalÕs wine country.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/96c5e199-08da-4882-b5dd-922b9fedace4/Six-Senses-Douro-Valley.jpg?format=750w,sixsenses.com/en/resorts/douro-valley,https://www.jsltravelagent.com/clientintake
"Le Sirenuse, Positano, Italy",14.4876265,40.6287732,Positano,Italy,A top honeymoon destination with breathtaking views and a famous restaurant. Gorgeous from every angle.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/7c3d5f47-d252-44a0-97c6-8b4a08af8721/welcome-to-le-sirenuse.jpg?format=750w,sirenuse.it,https://www.jsltravelagent.com/clientintake
"Villa dÕEste, Lake Como, Italy",9.264881,45.9917589,Lake Como,Italy,"A true architectural masterpiece on Lake Como. Ultra-luxe, ultra-expensive, and totally worth it.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/35de3fa1-5f0d-4fc9-b08d-475080935133/Villa-dEste_Drone-View.jpg?format=750w,villadeste.com,https://www.jsltravelagent.com/clientintake
"Il Sereno, Lake Como, Italy",9.264881,45.9917589,Lake Como,Italy,A top-rated Lake Como hotel with stunning modern architecture. Exclusivity and luxury all in one.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/e6b87a70-0aa7-42d5-afd0-efee2a72984c/lw2188_110960327_720x450.jpg?format=1000w,ilsereno.com,https://www.jsltravelagent.com/clientintake
"Calilo, Ios, Greece",25.3795464,36.6842701,Ios,Greece,"Unique in every way, this Greek escape offers stunning pools and endless charm.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/9b335614-d110-4469-aa9d-7d8d35fbca4b/download.jpeg?format=750w,calilo.com,https://www.jsltravelagent.com/clientintake
"Istoria, Santorini, Greece",25.4566637,36.4071112,Santorini,Greece,"A boutique Santorini hotel with all the charm youÕd expect from the iconic island. Classic, chic, and beautiful.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/ab48df34-9afe-4ff1-812f-ae0c1ac9eb67/149278368.jpg?format=750w,istoriahotel.com,https://www.jsltravelagent.com/clientintake
"Katikies Chromata, Santorini, Greece",25.4566637,36.4071112,Santorini,Greece,A quintessential Santorini hotel with stunning views and all the islandÕs classic charm. Pure perfection.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/d7b51001-9793-482b-8fc8-485cc0378a8a/katikies-chromata-hotel-santorini_20.jpeg?format=750w,katikies.com/chromata-santorini,https://www.jsltravelagent.com/clientintake
"Omnia, Zermatt, Switzerland",7.7453631,46.0205215,Zermatt,Switzerland,"Ski-in, ski-out luxury at its finest. This sleek mountain retreat lights up at night for a magical Alpine experience.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/544b447a-750b-4fc3-84d5-e458322d55d2/luxury-ski-hotel-zermatt-the-omnia-oxford-ski-hotel-outside-view-1.jpg?format=1000w,omnia.ch,https://www.jsltravelagent.com/clientintake
"Whitepod, Crans-Montana, Switzerland",7.5264358,46.3304899,Crans-Montana,Switzerland,"Live in a pod on the mountainÑtotally ski-in, ski-out, and a one-of-a-kind experience. Take a snow cat up for ultimate adventure.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/241327b7-18ad-49a2-8f12-610146ebac17/WhitePod-Switzerland-8.jpg?format=1000w,whitepod.com,https://www.jsltravelagent.com/clientintake
"The Woodward, Geneva, Switzerland",6.1466014,46.2017559,Geneva,Switzerland,"A classy, preppy, and elegant stay in Geneva. Sophistication with stunning lake views.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/2ca3099d-c75b-45f9-b415-265f9f8cb361/The_Woodward_facade_1968-the%2520woodward-nov21-pr.jpeg?format=1000w,thewoodward.ch,https://www.jsltravelagent.com/clientintake
"Beau-Rivage Palace, Lausanne, Switzerland",6.630403138,46.5079299,Lausanne,Switzerland,"A grand, white-and-gold Swiss palace right on the water. Old-fashioned luxury at its finest.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c2c8db68-729e-430e-aa39-259ea89b1221/beau-rivage-palace.jpg?format=750w,brp.ch,https://www.jsltravelagent.com/clientintake
Hotel La Palma,14.2280874,40.5487748,Capri,Italy,An amazing hotel in Capri with an incredible beach club. Ultimate luxury on the Italian island.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/a6e09be7-2313-4db7-beed-4dd9660af651/beach-club-new-picture.jpg?format=750w,oetkercollection.com/hotels/hotel-la-palma,https://www.jsltravelagent.com/clientintake
"Minthis, Cyprus",32.5004615,34.8184703,Paphos,Cyprus,A truly unique resort in Cyprus with stunning scenery and luxury that stands out.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/ef1c8cb3-33a4-4978-8579-e976be0c49bc/minthis-hills-woods-baggot_3.jpg?format=1000w,minthisresort.com,https://www.jsltravelagent.com/clientintake
"Deplar Farm, Iceland",-18.9403834,65.9441896,îlafsfjr?ur,Iceland,An experiential resort where LeBron James and Bill Gates have stayed. Immerse yourself in Icelandic culture and unforgettable experiences.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0bd9790d-9cee-4fba-a2ee-5fd2085b7076/deplar-farm-summer-hero.jpg?format=750w,elevenexperience.com/deplar-farm,https://www.jsltravelagent.com/clientintake
"Park Hyatt Kyoto, Japan",135.7810481,34.998989,Kyoto,Japan,A luxurious stay in the heart of JapanÑperfect for those who love elegance and tradition.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/54e6c52e-afb7-4c94-b745-5b46fa551095/233115536.jpg?format=750w,park.hyatt.com/en/hyatt-hotels/japan/park-hyatt-kyoto,https://www.jsltravelagent.com/clientintake
"Bulgari Tokyo, Japan",139.7691006,35.67891,Tokyo,Japan,"From the world-renowned Bvlgari brand, this luxurious hotel in Japan is the epitome of class and style.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c5ded8d2-820f-4b97-a581-64f86f0f3bda/10_BHTokyo_Terrace_02_WEB-Bulgari+Tokyo-mar23-pr.jpeg?format=1500w,bulgarihotels.com/en_US/tokyo,https://www.jsltravelagent.com/clientintake
"The Upper House, Hong Kong",114.1663856,22.2775266,Hong Kong,China,"A chic, cool hotel in Hong Kong that offers a modern and stylish vibe.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/01f41025-e452-41e9-981f-56d96aef4c87/the-upper-house.jpg?format=750w,upperhouse.com/en,https://www.jsltravelagent.com/clientintake
"Mandarin Oriental, Hong Kong",114.1593965,22.2818858,Hong Kong,China,"The classic luxury stay in Hong Kong, renowned for its history and impeccable service.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0c3b1747-c9c4-40d2-b192-7a7d28cbc880/Mandarin+Oriental+Hong+Kong_hong-kong-restaurant-21-the-aubrey-main-bar-drawing-room.jpeg?format=1000w,mandarinoriental.com/hong-kong,https://www.jsltravelagent.com/clientintake
Raffles Singapore,103.8546412,1.2946815,Singapore,Singapore,"The landmark hotel of Singapore, known for its luxurious service and timeless elegance.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/3d483322-0fd0-4b76-ba32-1a02620d3faf/a5e1-1.jpeg?format=1500w,raffles.com/singapore,https://www.jsltravelagent.com/clientintake
"Marina Bay Sands, Singapore",103.8607226,1.2836965,Singapore,Singapore,"An iconic mall, hotel, and casino complex in Singapore, famous for its sky-high infinity pool and larger-than-life amenities.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0d798888-bc36-47e3-b280-a130a46c9670/Marina_Bay_Sands_in_the_evening_-_20101120.jpg?format=750w,marinabaysands.com,https://www.jsltravelagent.com/clientintake
"Parkroyal Collection Pickering, Singapore",103.8462571,1.28565655,Singapore,Singapore,A massive eco-resort with a grey exterior overgrown with greenery. Sustainable luxury with a stunning pool.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/f0706514-099b-46a4-8546-ed3192a6b297/318936829.jpg?format=750w,panpacific.com/en/hotels-and-resorts/pr-collection-pickering,https://www.jsltravelagent.com/clientintake
"Four Seasons Bora Bora, French Polynesia",-151.707308,-16.4726011,Bora Bora,French Polynesia,An amazing resort in Bora Bora with iconic overwater bungalows. Ultimate island luxury.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/b937325c-b8f7-44ff-a222-38d4e9aab564/20220306_PYF_Bora-Bora_Four-Seasons_160-1024x683.jpg?format=750w,fourseasons.com/borabora,https://www.jsltravelagent.com/clientintake
"Cap Juluca, Anguilla",-63.14160935,18.16464715,Maundays Bay,Anguilla,"Another Anguilla gem, offering pristine beaches and unparalleled service.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/2c6c10e0-6eb0-471c-a19d-0e00c45a325c/cap-ext05.jpeg?format=1500w,belmond.com/hotels/caribbean/anguilla/cap-juluca,https://www.jsltravelagent.com/clientintake
"Sirru Fen Fushi, Maldives",73.01237481,6.28708325,Noonu Atoll,Maldives,A private island resort in the Maldives offering excellent rates for a slice of paradise.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/584158be-cd5c-46a8-b7eb-c85c923497e2/554759508.jpg?format=750w,fairmont.com/maldives/sirru-fen-fushi,https://www.jsltravelagent.com/clientintake
"Soneva Fushi, Maldives",73.08285762,5.11167285,Baa Atoll,Maldives,"The highest-rated, most luxurious hotel in the Maldives. Pure indulgence in every way.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/1cc84037-76f6-4d34-aa6b-91d94e55c0f4/CE812664EB6BDE8CE4DB26772DF99F1C-1440x810.jpg?format=1000w,soneva.com/soneva-fushi,https://www.jsltravelagent.com/clientintake
"Six Senses Kanuhura, Maldives",73.5065318,5.53250195,Kanuhura,Maldives,An eco-luxury paradise thatÕs part of the renowned Six Senses family. Sustainable bliss in the Maldives.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/cda384c4-a6b2-4f3c-a6f6-26bd2f2175f3/462447939.jpg?format=1000w,sixsenses.com/en/resorts/kanuhura,https://www.jsltravelagent.com/clientintake
Four Seasons Resort Maldives at Landaa Giraavaru,73.11207716,5.28636315,Landaa Giraavaru,Maldives,A luxurious Four Seasons stay in the MaldivesÑclassic luxury meets tropical paradise.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/9a52b313-7079-4f45-a16b-3f6fdd261df8/217063078.jpg?format=750w,fourseasons.com/maldiveslg,https://www.jsltravelagent.com/clientintake
"Six Senses Zil Pasyon, Seychelles",55.8747462,-4.3276273,Flicit Island,Seychelles,"Another incredible eco-luxury resort from Six Senses, offering unparalleled beauty and relaxation.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/2ed0e2c3-6f3a-4064-b775-b169869a2859/pasyon_pool_villas_aerial_6762-original.jpg?format=750w,sixsenses.com/en/resorts/zil-pasyon,https://www.jsltravelagent.com/clientintake
"One&Only Le Saint Gran, Mauritius",57.7349813,-20.1682145,Belle Mare,Mauritius,"A unique and stunning destination in Mauritius, offering the best of island luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/4bb0ac90-9f68-41ef-8b65-090b03cdeff2/478787627.jpg?format=750w,oneandonlyresorts.com/le-saint-geran,https://www.jsltravelagent.com/clientintake
Four Seasons Mauritius at Anahita,57.790892,-20.2843773,Beau Champ,Mauritius,"Another incredible Four Seasons resort, this time in Mauritius, offering world-class service and serene beaches.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/2383f1d0-1ae5-499d-9b70-2a5816f469d3/aerial-view-of-quiet.jpg?format=750w,fourseasons.com/mauritius,https://www.jsltravelagent.com/clientintake
"Taj Exotica Havelock Island, India",92.9956211,11.9651954,Andaman Islands,India,A cool beachside resort with a friendly staff and stunning beachfront location.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c14e0371-36a4-4691-ba39-2b7567ae1637/177423-01-Aerial+View+of+the+Resort+with+beach-Taj+Exotica+Andamans.jpg?format=1000w,tajhotels.com/en-in/taj/exotica-havelock,https://www.jsltravelagent.com/clientintake
"One&Only The Palm, Dubai, UAE",55.13344301,25.09926935,Dubai,United Arab Emirates,"Opulent luxury on the famous Palm Jumeirah, offering world-class service and stunning views.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/093420e5-5e67-4b87-bf20-a8d5c07e29f4/OOTP-9.png?format=750w,oneandonlyresorts.com/the-palm-dubai,https://www.jsltravelagent.com/clientintake
"Burj Al Arab, Dubai, UAE",55.18539673,25.1413271,Dubai,United Arab Emirates,"The landmark hotel of DubaiÑthe only seven-star hotel in the world, known for its unmatched luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/ea7ceb77-e97d-4e16-b354-05f8f11c9ac3/457389536.jpg?format=750w,jumeirah.com/en/stay/dubai/burj-al-arab,https://www.jsltravelagent.com/clientintake
"Six Senses Shaharut, Israel",35.006,29.9158,Negev,Israel,"A luxurious desert resort in Israel, offering breathtaking views and unmatched experiences.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0008c7c3-511f-4034-8268-e3f20a26fa32/247582271.jpg?format=750w,sixsenses.com/en/resorts/shaharut,https://www.jsltravelagent.com/clientintake
"Wadi Rum Bubble Luxotel, Jordan",35.483765,29.719984,Wadi Rum,Jordan,Glamping bubbles in the Jordanian desertÑa once-in-a-lifetime experience.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/45c5a74d-dd61-4cb3-b30f-a5fccc968923/581550af.jpeg?format=1500w,https://wadirumbubble.luxotel.com/,https://www.jsltravelagent.com/clientintake
"Royal Mansour, Marrakech, Morocco",-7.9986457,31.6257236,Marrakech,Morocco,"A luxurious, money-no-object resort that defines opulence in every way.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/3316be4e-f453-4ec9-897f-b5d51b9979c9/Royal+Mansour+Lobby.jpg?format=1000w,royalmansour.com,https://www.jsltravelagent.com/clientintake
"Aman Marrakech, Morocco",-8.0145988,31.6584728,Marrakech,Morocco,"Private villas, beautiful pools, and ultimate relaxation in this ultra-luxury Moroccan escape.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0c6e8021-325b-48d1-b8a3-c8c368e4f387/Amanjena_Accommodation_Al_Hamra_Maison_1.jpeg?format=1000w,aman.com/resorts/amanjena,https://www.jsltravelagent.com/clientintake
"La Mamounia, Marrakech, Morocco",-7.997441922,31.62138285,Marrakech,Morocco,"Infamous for its history (and Anna DelveyÕs scandal), this Moroccan resort offers luxury and rich cultural experiences.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/357a9ca7-e809-4940-bf22-03c5400ad9dd/17174202-la-mamounia-hotel_cover_1500x1001.jpeg?format=1000w,mamounia.com,https://www.jsltravelagent.com/clientintake
"Londolozi Tree Camp, Sabi Sands, South Africa",31.557203,-24.6904495,Sabi Sands,South Africa,An African safari resort that blends luxury with adventure. A bucket-list stay.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/7fa3ba68-4f84-4d39-805d-49cb32559a44/londo_treecamp13-scaled.jpg?format=750w,londolozi.com/en/camps/tree-camp,https://www.jsltravelagent.com/clientintake
